hex,last_seen,alt_first,alt_last,baro_rate_med,gs_avg,lat_last,lon_last,track_last,flight,category,rssi_last,nac_p_last,dist_km,bearing,hdg_diff,phase,target_time,state
SYNDEP0014,2026-06-01 08:24:56.346137184,17116.976680180916,8974.654156473753,1219.4623400944633,262.58153183829637,41.04205033415714,29.172124578398073,38.65170588715087,SYN0014,A3,-17.31284851319337,8.0,5.91633706377217,316.98899148935476,121.325461410898,DEPARTURE,2026-06-01 08:26:00.346137184,SYNTHETIC
SYNDEP0015,2026-06-01 08:25:58.758993658,18506.844783658733,13635.137395979387,1639.2812063779274,284.57632196194305,40.83124040628216,29.345437575086446,206.74702366759857,SYN0015,A4,-13.080066336134857,9.0,21.853884756337017,51.5443501749772,82.50403116384064,DEPARTURE,2026-06-01 08:28:33.758993658,SYNTHETIC
SYNDEP0016,2026-06-01 08:29:31.654086760,15658.250820840749,5993.271979989742,1393.7838101483055,186.3922248783302,40.84017469309607,29.191374588686973,56.04307096504065,SYN0016,A3,-15.190918878185194,8.0,13.838712295217734,148.35774066518644,50.29868770011242,DEPARTURE,2026-06-01 08:34:04.654086760,SYNTHETIC
SYNDEP0017,2026-06-01 08:38:23.305403902,21330.159541352863,7779.564015228799,1631.3095848324122,222.5420354730682,40.82088330053958,29.33688285987398,247.0065516010018,SYN0017,A3,-17.791211651504597,9.0,20.985399343109183,268.51865842620833,92.63086700750647,DEPARTURE,2026-06-01 08:39:05.305403902,SYNTHETIC
SYNDEP0018,2026-06-01 08:37:42.875518435,16717.447853900383,9278.37184045828,1248.9691035155884,280.51677815911773,40.947973462423384,29.25170638023451,329.9159692544063,SYN0018,A3,-14.936259305134374,10.0,12.107402093217276,112.53998440232691,96.81355083227152,DEPARTURE,2026-06-01 08:39:23.875518435,SYNTHETIC
SYNDEP0019,2026-06-01 08:39:28.134040613,16811.4561583306,7929.731122397554,1146.6299375649457,259.5913412005523,40.8242315277622,29.174698487067918,163.7169452912137,SYN0019,A3,-11.112122336349616,9.0,10.651102691400622,238.76569026379846,127.38728251585322,DEPARTURE,2026-06-01 08:40:20.134040613,SYNTHETIC
SYNDEP0020,2026-06-01 08:44:51.453240960,13273.006916458848,6498.14556203404,1920.829954409497,299.74056355730454,41.01710350097241,29.1552418951475,29.90979888913854,SYN0020,A3,-12.076043531499472,9.0,2.5072174591180065,85.37143074879313,105.72563612589697,DEPARTURE,2026-06-01 08:46:47.453240960,SYNTHETIC
SYNDEP0021,2026-06-01 08:44:42.453240960,17255.497223651153,3352.2284709672695,1474.451765950203,219.26658363457193,40.96570757443513,29.194744241250916,208.5315105220364,SYN0021,A3,-15.011710755731789,8.0,10.095436265572534,116.4309328658909,108.44585565439343,DEPARTURE,2026-06-01 08:46:57.453240960,SYNTHETIC
SYNDEP0022,2026-06-01 08:49:46.651716184,15597.918337571904,6467.496322840953,2308.8435803413904,315.70568742766505,41.05076550526594,29.111932843205196,147.0660012489077,SYN0022,A3,-17.115073968580525,9.0,10.104431405403522,309.7546737654542,102.811667360289,DEPARTURE,2026-06-01 08:53:03.651716184,SYNTHETIC
SYNDEP0023,2026-06-01 08:55:05.224067899,14175.28081198814,4778.892761846597,1518.523985917656,220.81204514699024,40.883938736601394,29.223250784814507,291.9235508402257,SYN0023,A3,-18.201135352974724,9.0,1.0,90.18325299203823,82.47109914832278,DEPARTURE,2026-06-01 08:56:44.224067899,SYNTHETIC
SYNDEP0024,2026-06-01 09:12:12.224067899,13670.576775554908,2820.179956628665,1129.568783859803,362.1367150968815,40.955742235248344,29.46078187607272,122.52400701349958,SYN0024,A5,-11.216171228131046,8.0,5.683780241836841,347.1566712785507,61.35123539554941,DEPARTURE,2026-06-01 09:13:24.224067899,SYNTHETIC
SYNDEP0025,2026-06-01 09:12:19.224067899,24015.290139270055,5612.963474988241,1990.7763505743756,194.21208578108417,40.83524390577316,29.43254485035321,314.9629921701321,SYN0025,A5,-12.898330595013036,8.0,7.4137392118691015,110.2534419372649,101.55353406637504,DEPARTURE,2026-06-01 09:13:34.224067899,SYNTHETIC
SYNDEP0026,2026-06-01 09:11:52.108023546,15209.568249462895,4858.724837700636,1752.3200656584079,225.37228648082936,41.06538300079509,29.248801502687865,98.53214674852255,SYN0026,A3,-14.278366968525415,10.0,13.307836352445772,8.470119536379848,76.67500936465437,DEPARTURE,2026-06-01 09:16:35.108023546,SYNTHETIC
SYNDEP0027,2026-06-01 09:25:02.396854518,11629.043737656197,9751.359635878844,1790.7491454785695,300.86854015159145,40.85250148868695,29.33033344743272,56.70634891992694,SYN0027,A3,-11.205653540463317,10.0,13.69080089588565,91.76432536892537,157.5929048176406,DEPARTURE,2026-06-01 09:29:49.396854518,SYNTHETIC
SYNDEP0028,2026-06-01 09:28:30.396854518,13905.335620802281,9803.27551224288,1976.2402715471674,363.2116625748819,40.83070867540512,29.326944223605626,110.33293583468877,SYN0028,A3,-18.783097126259104,9.0,5.349452144278361,61.63377920763327,143.68729179092875,DEPARTURE,2026-06-01 09:29:59.396854518,SYNTHETIC
SYNDEP0029,2026-06-01 09:33:03.617498829,15845.296481571359,5288.362131257376,1238.8814824616823,295.7521518058085,40.86151517955695,29.431495015677484,12.569685056188744,SYN0029,A3,-13.175107139979318,10.0,13.750956820335078,182.4577078383179,115.31356529406433,DEPARTURE,2026-06-01 09:34:25.617498829,SYNTHETIC
SYNDEP0030,2026-06-01 09:35:29.711461723,17640.001097849454,7219.314108310637,1449.098676405885,308.14289600911957,41.04186944661689,29.194516040606786,101.24854807472687,SYN0030,A5,-17.83287687586768,8.0,8.543368565211864,40.57778387802961,105.13867757171943,DEPARTURE,2026-06-01 09:36:13.711461723,SYNTHETIC
SYNDEP0031,2026-06-01 09:32:37.345661787,17664.38956517594,2425.272013662394,1431.4200674048827,280.87684508365294,40.8317443583054,29.218554995517206,237.64234819753105,SYN0031,A3,-18.79422558984013,8.0,1.0,225.37759580834748,86.48163796075292,DEPARTURE,2026-06-01 09:37:26.345661787,SYNTHETIC
SYNDEP0032,2026-06-01 09:39:25.355968506,18029.843655329576,6516.980149451918,983.7013852337526,228.68007729424033,40.98432824845145,29.220714173498244,51.22187228037324,SYN0032,A5,-15.343914899930668,10.0,6.122383744387662,314.9636654003381,39.555050746114595,DEPARTURE,2026-06-01 09:43:05.355968506,SYNTHETIC
SYNDEP0033,2026-06-01 09:41:46.873513942,14065.419080088011,9196.945702107038,1394.5639399367026,255.49308258803103,41.02385439018454,29.116347995908672,40.09139020317167,SYN0033,A5,-16.126070702356465,8.0,18.631909121139028,130.50679744934484,81.35311106712138,DEPARTURE,2026-06-01 09:45:41.873513942,SYNTHETIC
SYNDEP0034,2026-06-01 09:47:26.615921804,17021.321330504637,10474.813668842307,2034.5517831507298,219.40451400093616,41.02532434814486,29.225875145315676,47.65870485156614,SYN0034,A3,-10.588263906748146,9.0,1.0,60.657378949945596,94.05600133621027,DEPARTURE,2026-06-01 09:49:14.615921804,SYNTHETIC
SYNDEP0035,2026-06-01 09:46:01.615921804,13371.821607668264,5860.858754926058,1594.9352415175388,216.06450161115643,40.85701826598244,29.451165510635203,27.91860273412789,SYN0035,A5,-16.760204532481836,8.0,10.901529603324322,144.00899848238868,99.1782589777865,DEPARTURE,2026-06-01 09:49:24.615921804,SYNTHETIC
SYNDEP0036,2026-06-01 09:51:54.192138263,14141.071050957966,11155.56458158256,961.5754688620049,300.08744596598734,40.81848719951328,29.464795059028592,314.86874826345826,SYN0036,A3,-11.850977409479976,8.0,22.6820897134823,282.9480557222257,108.78145468063305,DEPARTURE,2026-06-01 09:52:40.192138263,SYNTHETIC
SYNDEP0037,2026-06-01 09:49:28.152585361,13246.873076499221,3452.924235459585,877.664235334026,223.84110089560193,40.934641915131664,29.14385413830742,339.8814415787501,SYN0037,A5,-12.511729995316553,9.0,3.9150963759161543,212.9355626686544,126.8532079151074,DEPARTURE,2026-06-01 09:53:00.152585361,SYNTHETIC
SYNDEP0038,2026-06-01 09:52:38.613127540,12434.833436205192,4257.1166025686225,2165.9104234993088,295.9777003361681,40.86074560357336,29.283223416647374,16.76201462236306,SYN0038,A5,-13.320761299414638,9.0,10.017192643421486,36.41155679793712,62.313837132285315,DEPARTURE,2026-06-01 09:55:44.613127540,SYNTHETIC
SYNDEP0039,2026-06-01 09:54:08.032437839,19192.628466574028,10128.985596913628,1463.872395897948,214.90886238894512,41.00978124270418,29.252539560635057,273.6258413556745,SYN0039,A5,-10.795995270399404,10.0,1.0,193.387375557732,62.67697571163955,DEPARTURE,2026-06-01 09:56:07.032437839,SYNTHETIC
SYNDEP0040,2026-06-01 09:57:01.183016934,18065.835102936664,13013.363685689741,1241.0359177193532,294.81915100583774,40.90700783989662,29.295743678649355,265.3746288181912,SYN0040,A5,-15.92075405618658,10.0,23.017849133308577,168.51073732401355,148.03426718972636,DEPARTURE,2026-06-01 10:00:42.183016934,SYNTHETIC
SYNDEP0041,2026-06-01 09:58:05.504416166,18929.99610993439,9480.295964551085,1390.4032940411987,255.56587155185187,40.93480618230994,29.321887809623473,358.8873928596145,SYN0041,A5,-16.103288140171344,9.0,9.333338984027085,117.76041216761813,120.83926356772595,DEPARTURE,2026-06-01 10:01:29.504416166,SYNTHETIC
SYNDEP0042,2026-06-01 09:59:11.504416166,16117.939198072889,7878.9728403979625,909.0768982730672,350.33077668253225,40.83404547993051,29.1081035040071,125.23343821958454,SYN0042,A4,-18.390525764184908,9.0,10.373014742352145,39.65781457919638,74.36916231466715,DEPARTURE,2026-06-01 10:01:39.504416166,SYNTHETIC
SYNDEP0043,2026-06-01 10:07:25.984875145,18330.42309659544,1414.4487604333742,2069.238059804648,296.1859447789532,40.970265085964456,29.436896899168463,102.78323700854983,SYN0043,A3,-17.242379245049307,8.0,20.83440372404498,353.20029682329897,85.71155324191054,DEPARTURE,2026-06-01 10:08:45.984875145,SYNTHETIC
SYNDEP0044,2026-06-01 10:09:11.066154598,10716.131786072365,1932.6588318695622,1342.7788249655882,341.78914464970705,40.85565725688957,29.489465629269336,163.1095634915378,SYN0044,A5,-11.202235439391293,8.0,15.291827157163848,63.37559516157202,85.89144213300406,DEPARTURE,2026-06-01 10:09:47.066154598,SYNTHETIC
SYNDEP0045,2026-06-01 10:05:14.066154598,18589.262554136065,8388.228610687607,2046.9606110953687,242.21766417874036,41.003695698274484,29.361361924801457,308.3670637737086,SYN0045,A5,-15.256178670886321,8.0,2.9949701400260818,69.38744068466836,91.26296489125532,DEPARTURE,2026-06-01 10:09:57.066154598,SYNTHETIC
SYNDEP0046,2026-06-01 10:13:11.005471170,16531.35949001509,6925.811991286477,1520.660685778926,282.80716701220837,40.821350646764365,29.364180895397347,262.2937113136436,SYN0046,A3,-16.586466778092895,10.0,4.821776607301473,52.409769156804906,108.90732368954453,DEPARTURE,2026-06-01 10:14:56.005471170,SYNTHETIC
SYNDEP0047,2026-06-01 10:16:11.487890275,17881.328800447496,4682.494453543646,2071.812789827376,230.94564209418607,41.0927683776844,29.311191943132282,169.784573028301,SYN0047,A4,-17.83887944917829,8.0,13.959450436186389,205.26949393161772,180.0,DEPARTURE,2026-06-01 10:18:02.487890275,SYNTHETIC
SYNDEP0048,2026-06-01 10:18:25.685908661,17140.06989714584,8196.597742490152,1602.677799617234,259.3197378627791,41.005358093575744,29.233709364685755,88.04262358291435,SYN0048,A3,-15.15039749756385,9.0,5.00703155949648,159.72104681377215,97.5902624465061,DEPARTURE,2026-06-01 10:21:58.685908661,SYNTHETIC
SYNDEP0049,2026-06-01 10:28:54.083699193,13038.83453638934,8345.394102523429,1841.2930651476304,266.89478886276856,40.854518870343576,29.15959112967181,261.7256668566136,SYN0049,A3,-12.833346295354712,10.0,1.0,89.84058552956014,116.50392601701003,DEPARTURE,2026-06-01 10:30:32.083699193,SYNTHETIC
SYNDEP0050,2026-06-01 10:29:11.702554532,11505.88067382686,10833.247605620818,1787.6372184353347,243.70708896564304,40.80422839363855,29.33362533707842,307.6296724951906,SYN0050,A3,-17.133079745429246,10.0,9.574073610887378,154.59241788775014,22.540931752394293,DEPARTURE,2026-06-01 10:31:22.702554532,SYNTHETIC
SYNDEP0051,2026-06-01 10:28:51.482492515,13863.837501451111,8409.806849038103,1749.3164265007883,219.22485705771524,40.90033886766157,29.117976561403683,143.9824431842967,SYN0051,A3,-12.42283479187346,9.0,1.0,242.46786638221846,70.6040002888466,DEPARTURE,2026-06-01 10:32:33.482492515,SYNTHETIC
SYNDEP0052,2026-06-01 10:35:07.195060716,17694.751843818736,11685.183105003154,1639.1737908730843,209.32413381736737,40.84584397921566,29.42980102707675,240.69076049555431,SYN0052,A5,-13.702122252750815,8.0,22.930254028509808,101.41219133950686,139.15260010866422,DEPARTURE,2026-06-01 10:38:17.195060716,SYNTHETIC
SYNDEP0053,2026-06-01 10:36:43.425560251,18070.274245526187,8023.98208864644,1406.8597135537661,163.01259421463016,40.86552339993586,29.268364679788245,144.07632762357534,SYN0053,A3,-12.124374374602958,9.0,11.414301102105222,329.48847937093694,106.09261565426463,DEPARTURE,2026-06-01 10:40:10.425560251,SYNTHETIC
SYNDEP0054,2026-06-01 10:40:52.968661305,11896.173167854411,7653.995015577992,2266.173876629144,227.1826768248271,41.06182507753137,29.26590168966479,172.25763773093453,SYN0054,A3,-17.490903711250876,9.0,2.7585995460513963,110.2846453839741,0.0,DEPARTURE,2026-06-01 10:41:23.968661305,SYNTHETIC
SYNDEP0055,2026-06-01 10:45:51.775971550,13056.701897595356,11192.936558741547,1137.2252059616396,311.37469483359223,40.98096139801525,29.230868343390362,188.9677367837689,SYN0055,A3,-13.689718552669547,8.0,4.41094068270037,71.34445109622717,116.96092809264786,DEPARTURE,2026-06-01 10:48:22.775971550,SYNTHETIC
SYNDEP0056,2026-06-01 10:47:32.807436961,13830.292942177482,5064.677359875696,1501.723056937264,200.07507339933585,40.85293729590867,29.487741555479435,279.26129304802004,SYN0056,A3,-18.46264720511158,10.0,1.0,343.6444248742132,166.72657578515077,DEPARTURE,2026-06-01 10:50:10.807436961,SYNTHETIC
SYNDEP0057,2026-06-01 10:48:34.977324210,14928.084819199554,16443.342359798484,1505.9543500830382,211.59385768733475,40.96699782020623,29.16996678110829,351.90215428641517,SYN0057,A5,-16.36203017835363,10.0,1.2043049057559703,291.80181964254456,10.16369655520827,DEPARTURE,2026-06-01 10:51:54.977324210,SYNTHETIC
SYNDEP0058,2026-06-01 11:02:56.690011680,11913.847507442044,9125.772434500208,1660.9763013374086,369.54492856164575,40.8767341960275,29.160523128590086,159.97181854976364,SYN0058,A2,-12.756399051571988,8.0,18.130585620325594,123.5295449436476,150.7755070258205,DEPARTURE,2026-06-01 11:04:06.690011680,SYNTHETIC
SYNDEP0059,2026-06-01 11:03:03.690011680,11733.844701579603,9142.48775851302,1328.2109416421995,248.17519750758728,41.09286025930743,29.166212600618014,123.23340224913812,SYN0059,A3,-13.683316144200642,8.0,27.854289163939132,302.91546641179536,0.0,DEPARTURE,2026-06-01 11:04:16.690011680,SYNTHETIC
SYNDEP0060,2026-06-01 11:12:52.681801859,13534.494110777337,9575.287921917792,1625.8985222358351,296.0523004582418,40.80982716907911,29.363410993140306,134.49276233006086,SYN0060,A3,-18.12139274662478,8.0,15.811172105591668,186.773129695368,127.51995780213653,DEPARTURE,2026-06-01 11:16:47.681801859,SYNTHETIC
SYNDEP0061,2026-06-01 11:14:57.555063175,16258.761508675017,13631.409425994927,1432.4629659188136,312.1158573250247,41.019695526650345,29.49675812749184,48.20006497506539,SYN0061,A3,-11.416573279074708,10.0,9.263659691031767,124.8308993739826,89.65405495951039,DEPARTURE,2026-06-01 11:18:28.555063175,SYNTHETIC
SYNDEP0062,2026-06-01 11:27:57.446460306,12458.216980739528,10377.52223501782,867.2189930248403,313.126306489064,41.03189910785743,29.194190068160704,106.89794561438018,SYN0062,A5,-19.46649017654818,8.0,6.544324994768667,302.26017223411714,0.0,DEPARTURE,2026-06-01 11:32:06.446460306,SYNTHETIC
SYNDEP0063,2026-06-01 11:30:58.076688772,15652.589470084702,3184.832062988229,1503.8209145027386,203.884288469597,40.82014882918731,29.462246958826995,31.121068776770244,SYN0063,A3,-14.047843114833505,10.0,2.348033491389102,270.77942407119855,107.84551308959146,DEPARTURE,2026-06-01 11:32:41.076688772,SYNTHETIC
SYNDEP0064,2026-06-01 11:31:16.567571218,19175.658448425445,12210.411154302514,1059.7738667879394,268.4470160050255,40.8515608092694,29.21144662368327,154.041934744529,SYN0064,A3,-10.161794997683938,10.0,26.478127194717924,107.2349433515181,136.03358996608233,DEPARTURE,2026-06-01 11:36:15.567571218,SYNTHETIC
SYNDEP0065,2026-06-01 11:40:08.045590746,12094.66078775947,6977.3102616649485,806.2456950204396,199.08863652408039,40.91529199773119,29.359159968050122,60.248616951977596,SYN0065,A3,-14.684952681572515,9.0,8.490010385085,218.40426549287056,104.55548015286293,DEPARTURE,2026-06-01 11:41:51.045590746,SYNTHETIC
SYNDEP0066,2026-06-01 11:44:14.035679550,15380.662724768381,8321.465218517971,1554.749328275754,402.31589294551617,41.06044644795872,29.116199580773348,124.70642855078712,SYN0066,A3,-11.993281800405793,9.0,26.925038640500034,132.980480467127,113.39310548238453,DEPARTURE,2026-06-01 11:47:39.035679550,SYNTHETIC
SYNDEP0067,2026-06-01 11:46:50.017173589,19074.27020125232,4162.238083474201,1695.1533368078267,200.25623679922,40.96109998152555,29.298261589830478,285.6879897809783,SYN0067,A3,-14.048190268108979,10.0,21.14815607688049,0.3787101217397293,73.53295550643753,DEPARTURE,2026-06-01 11:48:03.017173589,SYNTHETIC
SYNDEP0068,2026-06-01 11:43:48.701459273,14745.194828908572,9578.606054371687,1710.6792168418306,227.60798905650898,40.99659205500219,29.361827986511592,88.53395421208897,SYN0068,A3,-12.169116850770074,10.0,1.0,346.25366690410056,15.544409791159124,DEPARTURE,2026-06-01 11:48:25.701459273,SYNTHETIC
SYNDEP0069,2026-06-01 11:50:28.467688537,14278.990927424744,6045.8771297973435,1726.8682828078777,227.96995725792476,41.03490385063705,29.31452791088905,220.28206368314483,SYN0069,A5,-13.444058646447129,8.0,4.672380833925666,197.86646738622122,117.67456089348256,DEPARTURE,2026-06-01 11:52:27.467688537,SYNTHETIC
SYNDEP0070,2026-06-01 11:48:45.403537154,19490.48744291942,8300.50891398042,726.9643916237558,205.166976163856,41.04843683650126,29.19513415395272,324.4253109295006,SYN0070,A5,-13.088679854624713,8.0,4.647639006609421,215.43573659968195,159.99015677785184,DEPARTURE,2026-06-01 11:52:51.403537154,SYNTHETIC
SYNDEP0071,2026-06-01 11:57:35.136230269,15081.393763085356,7147.702983917651,955.5932288370121,347.6296954878273,40.942885362925104,29.431398779307166,204.09450733063687,SYN0071,A3,-17.72188848913616,9.0,9.361229087154085,215.96091324382618,135.18323416909837,DEPARTURE,2026-06-01 11:59:34.136230269,SYNTHETIC
SYNDEP0072,2026-06-01 12:03:20.772543198,19313.485075616703,13775.038405207555,2289.4085747254685,401.1223950541748,40.95263794163204,29.488054604495296,69.76534059806856,SYN0072,A5,-12.581790864270824,8.0,9.517485975089972,198.230925894985,10.484966815946155,DEPARTURE,2026-06-01 12:07:23.772543198,SYNTHETIC
SYNDEP0073,2026-06-01 12:05:30.017477804,17286.896173381596,13946.780900436768,1081.1164959691855,256.21254403436916,41.015401757126334,29.283678438276826,124.11582982774355,SYN0073,A5,-17.620901133356693,8.0,33.96991276318514,104.41722411849365,29.404223711562647,DEPARTURE,2026-06-01 12:08:02.017477804,SYNTHETIC
SYNDEP0074,2026-06-01 12:13:22.490579712,14971.46604127049,8139.539510644224,1744.3364124546756,213.9788426577795,40.879002707620685,29.354367706075703,212.5329145862638,SYN0074,A3,-10.193597248574118,10.0,1.38217700420193,349.76740496690024,56.16129032810638,DEPARTURE,2026-06-01 12:14:08.490579712,SYNTHETIC
SYNDEP0075,2026-06-01 12:12:59.963916598,17439.07159179259,8191.9331341065645,1225.2249513336617,168.15372506369894,41.05634692090966,29.41616530733823,182.38001031354727,SYN0075,A3,-17.722128090387955,9.0,11.83175948531512,223.80062850550257,26.28098194879427,DEPARTURE,2026-06-01 12:14:20.963916598,SYNTHETIC
SYNDEP0076,2026-06-01 12:23:51.840282461,16961.348541538115,6879.671100951455,1531.8690957070257,267.79456407389495,40.80623604734275,29.19659562424872,53.50314105968536,SYN0076,A3,-17.633159964023438,9.0,14.932061939742425,241.53168979942612,91.76759678224157,DEPARTURE,2026-06-01 12:27:25.840282461,SYNTHETIC
SYNDEP0077,2026-06-01 12:29:08.207584124,19062.648463007423,11318.018874508358,1246.6983190905623,264.1817288419278,40.85873148066292,29.445780152771516,160.84668408860483,SYN0077,A5,-11.41326879516136,8.0,9.98742396424643,163.72539263413793,105.73663220722091,DEPARTURE,2026-06-01 12:30:30.207584124,SYNTHETIC
SYNDEP0078,2026-06-01 12:34:15.461158151,14354.963386404945,7013.240388999869,1724.6164618478579,247.43519368199279,41.040059982910954,29.212080362124,195.50401016768942,SYN0078,A3,-17.57014138037181,8.0,10.881444622250864,103.63010417668173,32.789868670305296,DEPARTURE,2026-06-01 12:35:59.461158151,SYNTHETIC
SYNDEP0079,2026-06-01 12:38:29.281256844,16123.61820034486,6735.988176062902,1554.7096469266796,291.06876269881144,40.9020774635678,29.410332321406095,96.23977720472608,SYN0079,A5,-16.39097206508717,8.0,1.6415288455473025,23.165633582974564,121.08513837102113,DEPARTURE,2026-06-01 12:41:25.281256844,SYNTHETIC
SYNDEP0080,2026-06-01 12:44:15.068592567,15815.452961186087,10935.778590994893,1320.6840905423066,299.7586571407743,40.84494984980769,29.14483969297057,220.4803855223467,SYN0080,A3,-12.85359838820973,9.0,10.851889556821455,126.08287076443904,114.04415776080056,DEPARTURE,2026-06-01 12:45:53.068592567,SYNTHETIC
SYNDEP0081,2026-06-01 12:48:32.031842283,18112.444424919355,6385.102714050052,1079.931152127716,296.15416289689506,40.85602642671342,29.215354681365667,25.257635814675545,SYN0081,A3,-18.412514198052367,8.0,14.091191969394975,63.39507453662116,68.07363500625188,DEPARTURE,2026-06-01 12:49:36.031842283,SYNTHETIC
SYNDEP0082,2026-06-01 12:46:28.031842283,12924.462416667473,7886.734896654409,1607.1096789970045,264.1937564015756,40.95922692058082,29.313447973575947,121.17853208358605,SYN0082,A4,-18.409282451724977,9.0,12.62080467416903,238.35177657252427,83.09912056064063,DEPARTURE,2026-06-01 12:49:46.031842283,SYNTHETIC
SYNDEP0083,2026-06-01 12:54:32.464931266,19050.93114471357,3256.0676554670217,1014.912480382964,224.9189085212869,41.0538544588035,29.309968838281726,289.5396597999268,SYN0083,A3,-15.13641576733381,8.0,14.561607231296732,316.441398528979,12.007952973878737,DEPARTURE,2026-06-01 12:58:08.464931266,SYNTHETIC
SYNDEP0084,2026-06-01 12:58:12.097654709,17398.98631651125,10112.571035369501,1670.9924168483353,313.2916548903358,40.82119521473133,29.440172473794547,93.34252832693595,SYN0084,A5,-17.563032457672733,9.0,21.300863205089854,108.99174896843482,76.70951374851704,DEPARTURE,2026-06-01 13:01:59.097654709,SYNTHETIC
